AE ID	Eval	Old Pred	New Pred	Confidence	Abs value	Exp typeExp factors
E-GEOD-29451	no	yes	none	none	none	transcription profiling by array	
E-GEOD-35378	no	yes	yes	0.007	0.007	transcription profiling by array	STRAIN | GENOTYPE/VARIATION
E-MTAB-5482	no	yes	no	-0.020	0.020	RNA-Seq	protocol
E-GEOD-25074	no	yes	none	none	none	transcription profiling by array	
E-GEOD-25076	yes	yes	yes	0.031	0.031	transcription profiling by array	STRAIN | AGE | BLOOD PRESSURE
E-MEXP-284	no	yes	yes	0.008	0.008	transcription profiling by array	disease_state
E-GEOD-367	no	yes	no	-0.018	0.018	transcription profiling by array	EnvironmentalStress | Time
E-GEOD-40009	no	yes	yes	0.027	0.027	transcription profiling by array	None
E-GEOD-47801	yes	yes	yes	0.051	0.051	transcription profiling by array	GENOTYPE
E-GEOD-42990	no	yes	no	-0.019	0.019	RNA-Seq	antibody | treatment
E-GEOD-40756	no	yes	no	-0.006	0.006	transcription profiling by array	None
E-GEOD-43932	yes	yes	yes	0.046	0.046	transcription profiling by array	AGE | GENOTYPE
E-GEOD-13547	no	yes	no	-0.053	0.053	transcription profiling by array	None
E-GEOD-25896	no	yes	no	-0.028	0.028	transcription profiling by array	DIET
E-GEOD-45983	yes	yes	none	none	none	RNA-Seq	
E-GEOD-25895	no	yes	no	-0.011	0.011	transcription profiling by array	DIET | SEX
E-GEOD-42453	no	yes	no	-0.014	0.014	transcription profiling by array	CELL SUBTYPE
E-GEOD-50502	yes	yes	yes	0.002	0.002	transcription profiling by array	GENOTYPE | PHENOTYPE
E-GEOD-10965	yes	yes	yes	0.056	0.056	transcription profiling by array	None
E-GEOD-8583	yes	yes	yes	0.045	0.045	transcription profiling by array	INDIVIDUAL IDENTIFIER
E-MTAB-1533	no	yes	none	none	none	RNA-Seq	
E-GEOD-50503	yes	yes	yes	0.008	0.008	transcription profiling by array	GENOTYPE | STAGE
E-GEOD-20152	no	yes	no	-0.016	0.016	transcription profiling by array	SPHINGOSINE KINASE 1 ACTIVITY | TNFA ACTIVITY
E-GEOD-37443	no	yes	yes	0.016	0.016	RNA-Seq	ORGANISM | VARIATION | ORGANISM PART
E-GEOD-55808	no	yes	no	-0.006	0.006	RNA-Seq	DISEASE MODEL | GENOTYPE
E-GEOD-46878	no	yes	no	-0.005	0.005	RNA-Seq	ANTIBODY | TREATMENT
E-GEOD-42537	yes	yes	yes	0.040	0.040	transcription profiling by array	VARIATION
E-GEOD-55800	no	yes	no	-0.014	0.014	RNA-Seq	ANTIBODY
E-GEOD-25729	no	yes	yes	0.016	0.016	transcription profiling by array	GENOTYPE | SEX
E-GEOD-67403	no	yes	yes	0.016	0.016	RNA-Seq	location | cell population
E-GEOD-26506	no	yes	no	-0.029	0.029	transcription profiling by array	REGION
E-GEOD-62538	yes	yes	yes	0.080	0.080	transcription profiling by array	genotype | sex
E-GEOD-52825	no	yes	no	-0.004	0.004	transcription profiling by array	TREATMENT
E-GEOD-10291	no	yes	yes	0.019	0.019	transcription profiling by array	None
E-GEOD-62536	yes	yes	yes	0.105	0.105	transcription profiling by array	genotype | organism part
E-GEOD-20513	no	yes	none	none	none	transcription profiling by array	
E-GEOD-51819	no	yes	yes	0.024	0.024	transcription profiling by array	DIET OF FATHER
E-GEOD-44908	no	yes	no	-0.014	0.014	transcription profiling by array	STRESS
E-GEOD-17021	no	yes	yes	0.022	0.022	transcription profiling by array	AGE | TISSUE
E-GEOD-31588	no	yes	yes	0.019	0.019	transcription profiling by array	None
E-GEOD-28589	yes	yes	yes	0.074	0.074	transcription profiling by array	None
E-GEOD-24614	yes	yes	yes	0.044	0.044	transcription profiling by array	SAMPLE TYPE | GENOTYPE
E-GEOD-44901	no	yes	yes	0.001	0.001	transcription profiling by array	TREATMENT
E-GEOD-68076	no	yes	no	-0.015	0.015	transcription profiling by array	sample type | organism part | time
E-GEOD-20599	yes	yes	yes	0.014	0.014	transcription profiling by array	GENOME/VARIATION | AGE
E-GEOD-44907	no	yes	no	-0.042	0.042	transcription profiling by array	genotype
E-GEOD-57776	no	yes	yes	0.028	0.028	RNA-Seq	organism part | strain name jackson lab | cell type | cell population | strain
E-GEOD-43783	no	yes	no	-0.020	0.020	transcription profiling by array	COMPOUND
E-GEOD-38981	no	yes	none	none	none	transcription profiling by array	
E-GEOD-8030	no	yes	no	-0.004	0.004	transcription profiling by array	None
E-GEOD-3571	no	yes	none	none	none	transcription profiling by array	
E-GEOD-74294	no	yes	no	-0.010	0.010	transcription profiling by array	morphology | tumor occurrence | diet group
E-MEXP-3007	no	yes	none	none	none	transcription profiling by array	
E-GEOD-40990	no	yes	no	-0.011	0.011	transcription profiling by array	CDNA INPUT | EXPOSURE
E-GEOD-36478	no	yes	yes	0.046	0.046	transcription profiling by array	VARIATION | SEX
E-GEOD-1635	yes	yes	yes	0.054	0.054	transcription profiling by array	None
E-GEOD-13432	no	yes	no	-0.013	0.013	transcription profiling by array	None
E-GEOD-38624	yes	yes	yes	0.017	0.017	transcription profiling by array	VARIATION
E-GEOD-38623	yes	yes	yes	0.013	0.013	transcription profiling by array	SAMPLE COLLECTION (ZT)
E-GEOD-38622	yes	yes	yes	0.012	0.012	transcription profiling by array	SAMPLE COLLECTION
E-MEXP-568	yes	yes	none	none	none	transcription profiling by array	
E-GEOD-27811	no	yes	no	-0.006	0.006	transcription profiling by array	GENDER | GENOTYPE
E-MEXP-565	yes	yes	yes	0.042	0.042	transcription profiling by array	genotype | organism part
E-GEOD-15835	yes	yes	yes	0.005	0.005	transcription profiling by array	TYPE | ORGANISM
E-GEOD-29984	yes	yes	yes	0.070	0.070	transcription profiling by array	GENOTYPE/VARIATION
E-GEOD-7814	no	yes	no	-0.022	0.022	transcription profiling by array	None
E-GEOD-24272	yes	yes	yes	0.067	0.067	transcription profiling by array	TISSUE | GENOTYPE
E-GEOD-52260	no	yes	no	-0.007	0.007	RNA-Seq	human biological replicate | mouse biological replicate | organism | source
E-GEOD-7810	no	yes	yes	0.008	0.008	transcription profiling by array	None
E-GEOD-29983	no	no	no	-0.028	0.028	transcription profiling by array	TET-OFF | TREATMENT | TIME
E-GEOD-20280	no	yes	yes	0.055	0.055	transcription profiling by array	GENDER | TISSUE | GENOTYPE | STRAIN
E-GEOD-36871	yes	yes	yes	0.061	0.061	RNA-Seq	REP | TIME
E-GEOD-36872	yes	yes	yes	0.059	0.059	RNA-Seq	REP | TIME
E-GEOD-36873	yes	yes	yes	0.054	0.054	RNA-Seq	TIME
E-GEOD-29988	yes	yes	yes	0.027	0.027	transcription profiling by array	GENOTYPE/VARIATION
E-GEOD-36875	no	yes	no	-0.021	0.021	transcription profiling by array	VARIATION
E-GEOD-41925	no	yes	none	none	none	transcription profiling by array	
E-GEOD-60595	no	no	no	-0.003	0.003	transcription profiling by array	zygote generation
E-MTAB-1880	no	yes	yes	0.023	0.023	transcription profiling by array	disease | organism part | genotype
E-GEOD-14366	no	yes	yes	0.008	0.008	transcription profiling by array	None
E-GEOD-7648	no	yes	no	-0.023	0.023	transcription profiling by array	None
E-GEOD-22608	no	yes	no	-0.036	0.036	transcription profiling by array	STRAIN | GENOTYPE | AGENT
E-GEOD-64768	no	yes	no	-0.015	0.015	transcription profiling by array	strain | sex
E-GEOD-53713	no	yes	no	-0.049	0.049	transcription profiling by array	TREATMENT | TIME
E-GEOD-16886	no	no	none	none	none	transcription profiling by array	
E-GEOD-48167	no	yes	no	-0.002	0.002	transcription profiling by array	TREATMENT
E-GEOD-784	no	yes	no	-0.008	0.008	transcription profiling by array	None
E-GEOD-77636	no	yes	yes	0.011	0.011	RNA-Seq	genotype | chip antibody
E-GEOD-38995	no	yes	yes	0.035	0.035	transcription profiling by array	None
E-MTAB-149	yes	yes	none	none	none	transcription profiling by array	
E-GEOD-48169	no	yes	yes	0.001	0.001	transcription profiling by array	TREATMENT
E-GEOD-40375	no	yes	yes	0.013	0.013	transcription profiling by array	VARIATION
E-GEOD-42987	yes	yes	yes	0.029	0.029	transcription profiling by array	AGE | VARIATION
E-MTAB-1390	no	yes	none	none	none	transcription profiling by array	
E-GEOD-67701	no	yes	yes	0.041	0.041	transcription profiling by array	genotype
E-GEOD-40578	no	yes	none	none	none	transcription profiling by array	
E-GEOD-15633	no	yes	no	-0.022	0.022	transcription profiling by array	None
E-GEOD-39911	yes	yes	yes	0.021	0.021	RNA-Seq	SHRNA | GENOTYPE | ORGANISM PART | CELL LINE | BACKGROUND | SUBCELLULAR FRACTION | ORGANISM
E-GEOD-20918	yes	yes	yes	0.066	0.066	transcription profiling by array	GENOTYPE
E-GEOD-58757	no	yes	yes	0.005	0.005	RNA-Seq	days after lof | replicate | subcellular localization
E-GEOD-40577	no	yes	yes	0.036	0.036	transcription profiling by array	RIN | VARIATION
E-GEOD-59410	no	yes	none	none	none	transcription profiling by array	
E-GEOD-39669	yes	yes	yes	0.043	0.043	transcription profiling by array	genotype
E-GEOD-73336	no	yes	yes	0.033	0.033	RNA-Seq	strain status | organism part
E-MTAB-1718	yes	yes	yes	0.020	0.020	transcription profiling by array	genetic modification | genotype
E-GEOD-49986	no	yes	yes	0.050	0.050	transcription profiling by array	AGE | ORGANISM PART
E-MTAB-473	no	yes	none	none	none	transcription profiling by array	
E-GEOD-56577	yes	yes	yes	0.028	0.028	transcription profiling by array	GENOTYPE
E-GEOD-28035	no	yes	no	-0.004	0.004	transcription profiling by array	TIME
E-GEOD-38117	no	yes	none	none	none	transcription profiling by array	
E-GEOD-28031	yes	yes	none	none	none	transcription profiling by array	
E-GEOD-56570	yes	yes	yes	0.046	0.046	transcription profiling by array	GENOTYPE
E-GEOD-29769	no	yes	none	none	none	transcription profiling by array	
E-GEOD-65843	yes	yes	none	none	none	transcription profiling by array	
E-GEOD-67884	no	yes	no	-0.020	0.020	transcription profiling by array	cell markers | genotype | treatment
E-GEOD-54683	yes	yes	yes	0.046	0.046	transcription profiling by array	genotype | organism part
E-GEOD-26037	yes	yes	yes	0.018	0.018	transcription profiling by array	GENOTYPE
E-GEOD-18789	no	yes	no	-0.040	0.040	transcription profiling by array	TIME POST EXPOSURE | MICROARRAY BARCODE | MICROARRAY SLIDE BLOCK | EXPOSURE
E-GEOD-62826	no	yes	yes	0.005	0.005	RNA-Seq	stimulus | strain | cell type
E-GEOD-33486	no	yes	yes	0.001	0.001	transcription profiling by array	GENOTYPE | ORGANISM PART
E-GEOD-22042	yes	yes	yes	0.030	0.030	transcription profiling by array	SAMPLE ID | ANIMAL ID | GENOTYPE | BEADCHIP ID | TISSUE | SEX | STRAIN | STRAIN DETAILS | BEADCHIP SLOT | ARRAY | ANIMAL TUBE ID
E-GEOD-18785	no	yes	no	-0.013	0.013	transcription profiling by array	None
E-GEOD-22044	yes	yes	yes	0.040	0.040	transcription profiling by array	VARIATION | STRAIN OR LINE
E-GEOD-62396	yes	yes	none	none	none	transcription profiling by array	
E-GEOD-53496	no	yes	no	-0.020	0.020	transcription profiling by array	GENOTYPE
E-GEOD-7076	no	yes	no	-0.013	0.013	transcription profiling by array	None
E-GEOD-54515	yes	yes	yes	0.066	0.066	RNA-Seq	None
E-GEOD-61037	no	yes	no	-0.046	0.046	transcription profiling by array	Sex | treated with | exposure time
E-GEOD-45339	yes	yes	none	none	none	transcription profiling by array	
E-GEOD-41342	no	yes	yes	0.032	0.032	transcription profiling by array	AGE | PROTOCOL | TIME POST-PROTOCOL
E-GEOD-77126	yes	yes	yes	0.042	0.042	transcription profiling by array	strain/background | genotype
E-GEOD-23028	yes	yes	yes	0.028	0.028	transcription profiling by array	GENOTYPE
E-GEOD-66544	no	no	none	none	none	transcription profiling by array	
E-GEOD-66547	yes	yes	yes	0.067	0.067	RNA-Seq	None
E-GEOD-64714	no	yes	no	-0.003	0.003	transcription profiling by array	genotype
E-MTAB-5166	yes	yes	yes	0.059	0.059	RNA-Seq	organism part | sex
E-GEOD-4801	no	yes	yes	0.042	0.042	transcription profiling by array	None
E-GEOD-43242	no	yes	yes	0.007	0.007	transcription profiling by array	GENOTYPE
E-GEOD-65633	no	yes	yes	0.004	0.004	RNA-Seq	None
E-MTAB-546	no	yes	no	-0.011	0.011	transcription profiling by array	Genotype | GrowthCondition
E-GEOD-57799	no	yes	no	-0.036	0.036	transcription profiling by array	OPERATION | FEEDING | GENOTYPE
E-GEOD-39865	no	yes	yes	0.037	0.037	transcription profiling by array	AGE | TISUE | VARATION
E-GEOD-54192	yes	yes	yes	0.019	0.019	transcription profiling by array	genotype
E-GEOD-38845	no	yes	none	none	none	RNA-Seq	
E-GEOD-7225	yes	yes	yes	0.044	0.044	transcription profiling by array	None
E-GEOD-73468	yes	yes	yes	0.077	0.077	RNA-Seq	age | housing condition | genotype | Sex
E-GEOD-52690	no	yes	no	-0.062	0.062	transcription profiling by array	ACCRUED RADIATION DOSE
E-GEOD-14449	no	yes	no	-0.032	0.032	transcription profiling by array	SAMPLE | SEX
E-GEOD-18160	yes	yes	yes	0.035	0.035	transcription profiling by array	AGE | SEX
E-GEOD-79008	no	yes	no	-0.038	0.038	transcription profiling by array	None
E-GEOD-21419	no	yes	yes	0.022	0.022	transcription profiling by array	STRAIN OR LINE | ORGANISM PART
E-GEOD-52454	no	yes	yes	0.001	0.001	transcription profiling by array	genotype
E-GEOD-43513	no	yes	no	-0.015	0.015	transcription profiling by array	STRAIN OR LINE
E-GEOD-55489	no	yes	no	-0.013	0.013	transcription profiling by array	STRAIN | SCAN DATE | TREATMENT | STEATOSIS
E-GEOD-84742	no	yes	yes	0.022	0.022	transcription profiling by array	cell population
E-GEOD-44110	yes	yes	yes	0.035	0.035	transcription profiling by array	VARIATION
E-GEOD-557	no	yes	no	-0.031	0.031	transcription profiling by array	Genotype
E-GEOD-45425	no	no	none	none	none	transcription profiling by array	
E-GEOD-68806	no	yes	yes	0.018	0.018	RNA-Seq	None
E-GEOD-80673	no	yes	yes	0.010	0.010	RNA-Seq	cell type | sex
E-GEOD-52458	no	yes	yes	0.006	0.006	transcription profiling by array	DOXYCYCLINE | GENOTYPE
E-GEOD-37080	yes	yes	yes	0.054	0.054	transcription profiling by array	GENOTYPE | TREATMENT
E-GEOD-22465	no	yes	none	none	none	transcription profiling by array	
E-MTAB-3247	no	yes	yes	0.028	0.028	transcription profiling by array	age | genotype
E-GEOD-19780	yes	yes	yes	0.021	0.021	transcription profiling by array	TISSUE | HDH GENOTYPE
E-GEOD-41985	yes	yes	none	none	none	RNA-Seq	
E-GEOD-67172	no	yes	no	-0.014	0.014	transcription profiling by array	genotype | Sex
E-GEOD-43617	no	yes	yes	0.002	0.002	RNA-Seq	FEATURE | STRAIN OR LINE
E-GEOD-22196	no	yes	no	-0.046	0.046	transcription profiling by array	GENOTYPE | PHENOTYPE
E-MTAB-1297	no	yes	none	none	none	RNA-Seq	
E-GEOD-59486	yes	yes	yes	0.109	0.109	RNA-Seq	zt | antibodies | experiment_type | target
E-GEOD-51913	no	yes	no	-0.016	0.016	transcription profiling by array	STRAIN | GENOTYPE
E-GEOD-29714	no	yes	yes	0.029	0.029	RNA-Seq	ANTIBODY
E-GEOD-41293	no	yes	no	-0.008	0.008	RNA-Seq	disease | genotype
E-GEOD-41290	yes	yes	yes	0.059	0.059	transcription profiling by array	VARIATION
E-MEXP-3943	yes	yes	yes	0.032	0.032	transcription profiling by array	genotype
E-GEOD-57115	no	yes	no	-0.001	0.001	transcription profiling by array	diet group | infection group
E-GEOD-18547	no	yes	no	-0.036	0.036	transcription profiling by array	None
E-GEOD-70262	no	yes	yes	0.017	0.017	transcription profiling by array	genotype
E-GEOD-15457	no	yes	no	-0.083	0.083	transcription profiling by array	None
E-GEOD-37458	yes	yes	yes	0.035	0.035	transcription profiling by array	genotype
E-GEOD-19767	yes	yes	none	none	none	transcription profiling by array	
E-MEXP-2566	yes	yes	yes	0.027	0.027	transcription profiling by array	GENOTYPE
E-GEOD-14906	yes	yes	yes	0.079	0.079	transcription profiling by array	GENOTYPE | BIOSOURCEPROVIDER
E-GEOD-75083	yes	yes	yes	0.023	0.023	transcription profiling by array	region | mouse id | genotype | timepoint/age | sex
E-GEOD-37450	no	yes	yes	0.047	0.047	transcription profiling by array	AGE | STRAIN OR LINE
E-GEOD-13305	no	yes	no	-0.044	0.044	transcription profiling by array	None
E-GEOD-59661	no	yes	no	-0.021	0.021	transcription profiling by array	None
E-GEOD-21562	no	no	no	-0.016	0.016	transcription profiling by array	STRAIN | TREATMENT
E-GEOD-40085	yes	yes	yes	0.043	0.043	transcription profiling by array	genotype
E-MEXP-46	yes	yes	none	none	none	transcription profiling by array	
E-MEXP-47	yes	yes	none	none	none	transcription profiling by array	
E-GEOD-63472	yes	yes	no	-0.010	0.010	RNA-Seq	None
E-GEOD-66870	yes	yes	yes	0.041	0.041	RNA-Seq	genotype
E-MTAB-4674	no	yes	no	-0.002	0.002	transcription profiling by array	environmental stress | organism part
E-GEOD-53794	no	yes	no	-0.017	0.017	RNA-Seq	INJECTED WITH
E-GEOD-26029	no	yes	no	-0.016	0.016	transcription profiling by array	DIET
E-GEOD-40606	no	yes	no	-0.011	0.011	transcription profiling by array	None
E-GEOD-65624	yes	yes	no	-0.016	0.016	transcription profiling by array	genotype
E-GEOD-72136	no	yes	yes	0.009	0.009	RNA-Seq	genotype
E-GEOD-29500	yes	yes	none	none	none	transcription profiling by array	
E-GEOD-15058	no	no	none	none	none	transcription profiling by array	
E-GEOD-29502	no	yes	none	none	none	transcription profiling by array	
E-MEXP-1091	no	yes	none	none	none	transcription profiling by array	
E-GEOD-74371	no	yes	no	-0.021	0.021	RNA-Seq	treatment
E-GEOD-63412	no	yes	no	-0.026	0.026	RNA-Seq	None
E-GEOD-422	no	yes	yes	0.002	0.002	transcription profiling by array	DiseaseState | StrainOrLine
E-GEOD-39375	no	yes	no	-0.029	0.029	transcription profiling by array	GENOTYPE | DIET
E-GEOD-15053	no	no	none	none	none	transcription profiling by array	
E-GEOD-65648	no	yes	no	-0.027	0.027	transcription profiling by array	genotype
E-GEOD-15055	yes	yes	none	none	none	transcription profiling by array	
E-GEOD-15054	yes	yes	none	none	none	transcription profiling by array	
E-GEOD-49705	no	yes	yes	0.021	0.021	transcription profiling by array	age | mouse id | genotype | treatment
E-GEOD-11680	no	yes	no	-0.004	0.004	transcription profiling by array	None
E-GEOD-21965	yes	yes	yes	0.059	0.059	transcription profiling by array	AGE | GENOTYPE
E-GEOD-19309	no	yes	yes	0.128	0.128	transcription profiling by array	AGE | INDIVIDUAL IDENTIFIER | CELL TYPE | BIOSOURCEPROVIDER
E-GEOD-56918	no	yes	none	none	none	transcription profiling by array	
E-GEOD-37057	no	yes	no	-0.025	0.025	transcription profiling by array	None
E-GEOD-37056	yes	yes	no	-0.000	0.000	transcription profiling by array	EPILEPSY STATUS | AGE | GENOTYPE | TREATMENT
E-GEOD-19304	yes	yes	yes	0.061	0.061	transcription profiling by array	GENOME/VARIATION | CELL TYPE | STRAIN
E-GEOD-19306	no	yes	yes	0.001	0.001	transcription profiling by array	MOUSE DEVELOPED TUMORS | AGE | SEX | ORGANISM PART | FIV-TRANSDUCED
E-GEOD-50023	yes	yes	no	-0.086	0.086	transcription profiling by array	genotype
E-GEOD-19300	no	yes	yes	0.000	0.000	transcription profiling by array	TRANSGENIC STRAIN
E-GEOD-3791	no	yes	yes	0.027	0.027	transcription profiling by array	None
E-GEOD-37239	yes	yes	yes	0.053	0.053	transcription profiling by array	AGE | VARIATION | STRAIN OR LINE
E-GEOD-20878	no	yes	none	none	none	transcription profiling by array	
E-GEOD-40961	no	yes	yes	0.022	0.022	transcription profiling by array	SIRNA
E-GEOD-62050	no	yes	no	-0.005	0.005	RNA-Seq	None
E-MTAB-1518	no	yes	yes	0.042	0.042	transcription profiling by array	age
E-GEOD-32609	yes	yes	yes	0.029	0.029	transcription profiling by array	genotype
E-GEOD-21749	yes	yes	yes	0.061	0.061	transcription profiling by array	CELL TYPE | GENOTYPE
E-GEOD-40969	no	yes	no	-0.007	0.007	RNA-Seq	PS6 ANTIBODY | TREATMENT
E-GEOD-32602	no	yes	no	-0.023	0.023	transcription profiling by array	LUNG CELL POPULATION
E-GEOD-9533	no	yes	no	-0.036	0.036	transcription profiling by array	None
E-GEOD-13237	no	yes	no	-0.009	0.009	transcription profiling by array	None
E-GEOD-62952	no	yes	yes	0.000	0.000	RNA-Seq	cell line | organism | cell type
E-GEOD-1954	yes	yes	yes	0.019	0.019	transcription profiling by array	None
E-GEOD-79416	no	yes	yes	0.022	0.022	RNA-Seq	group
E-GEOD-13230	no	yes	yes	0.024	0.024	transcription profiling by array	None
E-GEOD-29200	no	yes	yes	0.060	0.060	transcription profiling by array	AGE | TRANSGENE | NUMBER POOLED | Y GENE COMPLEMENT
